account_no,family_members,segment_gender_f,segment_gender_m,age_group,district,region,segment_cd_lifestyle,segment_dsc_lifestyle,segment_cd_value_cnt,segment_dsc_value_cnt,segment_cd_lifestage,segment_dsc_lifestage,segment_cd_pss,segment_dsc_pss
839964235024,4,1,0,45-55 anos,viana do castelo,litoral norte,6,Os Económicos Focados,8,No Value,6,No Value,5,Low Price/own Brand
839965232046,4,1,1,55-65 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,6,Occasional Medium,1,Family Supporters,5,Low Price/own Brand
839967632370,0,1,0,35-45 anos,setúbal,litoral sul,5,Os Tradicionais Frequentes,4,Frequent Medium,3,Family With Young Adults,5,Low Price/own Brand
839971148041,3,1,1,>=65 anos,na,NA,2,Os Urbanos Sofisticados,4,Frequent Medium,2,Senior,1,Very High Ps
839972566714,3,1,1,45-55 anos,setúbal,litoral sul,2,Os Urbanos Sofisticados,4,Frequent Medium,3,Family With Young Adults,6,Neutral Ps
839984661780,3,1,0,55-65 anos,na,NA,5,Os Tradicionais Frequentes,6,Occasional Medium,4,Family With Kids,1,Very High Ps
839990555462,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840016206156,4,1,1,55-65 anos,leiria,litoral centro,7,Os Promocionais Atentos,7,Occasional Small,5,Active Adults,3,Medium-high Ps
840016359517,4,1,1,55-65 anos,ilha da madeira,litoral sul,3,Os Pais Práticos,6,Occasional Medium,4,Family With Kids,8,Price Upscale
840027196952,4,0,1,55-65 anos,santarém,interior centro,5,Os Tradicionais Frequentes,1,Loyal Large,3,Family With Young Adults,6,Neutral Ps
840032626980,1,1,0,>=65 anos,porto,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,4,Medium Ps
840037394699,3,1,1,>=65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,1,Loyal Large,2,Senior,1,Very High Ps
840050656115,4,1,0,55-65 anos,coimbra,litoral centro,5,Os Tradicionais Frequentes,6,Occasional Medium,3,Family With Young Adults,1,Very High Ps
840056366858,3,1,1,55-65 anos,beja,interior sul,3,Os Pais Práticos,8,No Value,6,No Value,9,No Value
840060966877,2,1,0,35-45 anos,viseu,interior norte,3,Os Pais Práticos,1,Loyal Large,4,Family With Kids,6,Neutral Ps
840061900863,5,1,0,45-55 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840074218443,3,1,0,55-65 anos,braga,litoral norte,1,Os Saudáveis Exigentes,6,Occasional Medium,4,Family With Kids,1,Very High Ps
840086437115,4,1,1,>=65 anos,setúbal,litoral sul,1,Os Saudáveis Exigentes,8,No Value,1,Family Supporters,9,No Value
840104544870,23,1,0,25-35 anos,na,NA,4,Os Generalistas Disciplinados,6,Occasional Medium,5,Active Adults,2,High Ps
840112621778,0,1,0,25-35 anos,porto,litoral norte,1,Os Saudáveis Exigentes,7,Occasional Small,3,Family With Young Adults,2,High Ps
840112886129,3,1,0,55-65 anos,viseu,interior norte,7,Os Promocionais Atentos,8,No Value,5,Active Adults,9,No Value
840118020155,1,1,1,45-55 anos,porto,litoral norte,3,Os Pais Práticos,2,Loyal Medium,4,Family With Kids,6,Neutral Ps
840138583500,1,0,1,>=65 anos,ilha da madeira,litoral sul,1,Os Saudáveis Exigentes,4,Frequent Medium,2,Senior,4,Medium Ps
840150700565,2,0,1,>=65 anos,leiria,litoral centro,7,Os Promocionais Atentos,8,No Value,2,Senior,7,No Ps
840167398417,3,1,0,55-65 anos,portalegre,interior centro,7,Os Promocionais Atentos,8,No Value,2,Senior,4,Medium Ps
840198715835,2,1,0,>=65 anos,lisboa,litoral sul,7,Os Promocionais Atentos,6,Occasional Medium,2,Senior,4,Medium Ps
840203968843,2,1,0,>=65 anos,faro,sul,4,Os Generalistas Disciplinados,3,Loyal Small,2,Senior,5,Low Price/own Brand
840207457817,2,0,1,>=65 anos,na,NA,5,Os Tradicionais Frequentes,7,Occasional Small,2,Senior,2,High Ps
840225244840,5,0,1,18-25 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,5,Frequent Small,2,Senior,1,Very High Ps
840225381705,0,0,0,45-55 anos,na,NA,5,Os Tradicionais Frequentes,1,Loyal Large,6,No Value,2,High Ps
840231902246,3,0,1,45-55 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840232066558,3,1,0,25-35 anos,porto,litoral norte,2,Os Urbanos Sofisticados,3,Loyal Small,5,Active Adults,6,Neutral Ps
840234982887,1,1,1,35-45 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,7,Occasional Small,3,Family With Young Adults,7,No Ps
840239401912,2,0,1,55-65 anos,leiria,litoral centro,8,Sem Valor,8,No Value,6,No Value,9,No Value
840240875661,2,0,1,>=65 anos,coimbra,litoral centro,7,Os Promocionais Atentos,6,Occasional Medium,2,Senior,8,Price Upscale
840242358148,4,0,1,35-45 anos,bragança,interior norte,3,Os Pais Práticos,8,No Value,4,Family With Kids,7,No Ps
840248239373,4,0,1,>=65 anos,bragança,interior norte,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,4,Medium Ps
840249175370,3,0,1,45-55 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,4,Frequent Medium,4,Family With Kids,1,Very High Ps
840252500605,2,1,1,35-45 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840252593840,2,1,0,>=65 anos,setúbal,litoral sul,5,Os Tradicionais Frequentes,1,Loyal Large,2,Senior,6,Neutral Ps
840261554002,6,0,1,25-35 anos,ilha da madeira,litoral sul,3,Os Pais Práticos,7,Occasional Small,5,Active Adults,8,Price Upscale
840261849259,0,1,1,55-65 anos,ilha do pico,INSCO,5,Os Tradicionais Frequentes,6,Occasional Medium,4,Family With Kids,7,No Ps
840265883481,2,1,0,>=65 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,2,Senior,9,No Value
840266295112,3,1,0,25-35 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840273635901,0,0,0,45-55 anos,na,NA,6,Os Económicos Focados,8,No Value,6,No Value,9,No Value
840273707059,4,1,0,45-55 anos,na,NA,7,Os Promocionais Atentos,6,Occasional Medium,5,Active Adults,4,Medium Ps
840276397615,3,1,0,18-25 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,3,Loyal Small,5,Active Adults,8,Price Upscale
840277868391,1,0,1,35-45 anos,porto,litoral norte,5,Os Tradicionais Frequentes,6,Occasional Medium,1,Family Supporters,3,Medium-high Ps
840284098856,3,1,0,35-45 anos,aveiro,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,4,Family With Kids,8,Price Upscale
840288318427,4,0,1,35-45 anos,porto,litoral norte,2,Os Urbanos Sofisticados,5,Frequent Small,5,Active Adults,2,High Ps
840289118221,2,0,1,18-25 anos,porto,litoral norte,4,Os Generalistas Disciplinados,8,No Value,6,No Value,9,No Value
840297190469,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840298885711,0,0,1,25-35 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,8,No Value,5,Active Adults,8,Price Upscale
840300538321,3,1,0,18-25 anos,lisboa,litoral sul,3,Os Pais Práticos,3,Loyal Small,4,Family With Kids,8,Price Upscale
840302047470,1,1,0,NA,coimbra,litoral centro,1,Os Saudáveis Exigentes,3,Loyal Small,5,Active Adults,8,Price Upscale
840302578049,4,1,0,45-55 anos,aveiro,litoral norte,7,Os Promocionais Atentos,6,Occasional Medium,5,Active Adults,5,Low Price/own Brand
840305499181,0,0,1,45-55 anos,na,NA,3,Os Pais Práticos,4,Frequent Medium,5,Active Adults,7,No Ps
847006000951,0,1,1,35-45 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,2,Loyal Medium,4,Family With Kids,1,Very High Ps
847007160091,0,1,0,25-35 anos,braga,litoral norte,3,Os Pais Práticos,7,Occasional Small,4,Family With Kids,3,Medium-high Ps
847007598136,0,0,1,55-65 anos,setúbal,litoral sul,7,Os Promocionais Atentos,8,No Value,5,Active Adults,8,Price Upscale
847009637929,0,1,1,45-55 anos,faro,sul,7,Os Promocionais Atentos,8,No Value,2,Senior,7,No Ps
847099160043,0,0,1,45-55 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,3,Loyal Small,5,Active Adults,2,High Ps
847099787738,0,0,1,35-45 anos,porto,litoral norte,4,Os Generalistas Disciplinados,5,Frequent Small,4,Family With Kids,6,Neutral Ps
847102862098,3,1,1,25-35 anos,portalegre,interior centro,3,Os Pais Práticos,2,Loyal Medium,4,Family With Kids,1,Very High Ps
847104600407,0,0,1,55-65 anos,leiria,litoral centro,1,Os Saudáveis Exigentes,6,Occasional Medium,5,Active Adults,4,Medium Ps
847105175218,0,1,0,25-35 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,5,Frequent Small,5,Active Adults,2,High Ps
847105848112,0,1,1,45-55 anos,porto,litoral norte,1,Os Saudáveis Exigentes,8,No Value,2,Senior,4,Medium Ps
847106578766,0,0,1,>=65 anos,vila real,interior norte,7,Os Promocionais Atentos,8,No Value,2,Senior,4,Medium Ps
847107720591,0,1,0,25-35 anos,faro,sul,2,Os Urbanos Sofisticados,7,Occasional Small,5,Active Adults,2,High Ps
847108262533,3,0,1,25-35 anos,vila real,interior norte,3,Os Pais Práticos,5,Frequent Small,5,Active Adults,6,Neutral Ps
847109970823,0,1,0,25-35 anos,aveiro,litoral norte,3,Os Pais Práticos,4,Frequent Medium,5,Active Adults,5,Low Price/own Brand
847110973113,1,0,1,35-45 anos,porto,litoral norte,2,Os Urbanos Sofisticados,5,Frequent Small,4,Family With Kids,5,Low Price/own Brand
849414910597,0,0,0,45-55 anos,na,NA,7,Os Promocionais Atentos,6,Occasional Medium,3,Family With Young Adults,3,Medium-high Ps
849417198692,0,0,0,35-45 anos,na,NA,7,Os Promocionais Atentos,6,Occasional Medium,6,No Value,9,No Value
849417511630,0,0,0,25-35 anos,na,NA,7,Os Promocionais Atentos,7,Occasional Small,5,Active Adults,3,Medium-high Ps
849419483809,0,0,0,45-55 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
849423820952,0,0,1,25-35 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,1,Loyal Large,5,Active Adults,6,Neutral Ps
849425478598,0,0,0,45-55 anos,na,NA,1,Os Saudáveis Exigentes,8,No Value,5,Active Adults,2,High Ps
849428519236,0,0,0,25-35 anos,na,NA,6,Os Económicos Focados,7,Occasional Small,5,Active Adults,3,Medium-high Ps
849429036302,0,1,0,35-45 anos,lisboa,litoral sul,7,Os Promocionais Atentos,7,Occasional Small,5,Active Adults,2,High Ps
849429589900,0,0,0,25-35 anos,na,NA,4,Os Generalistas Disciplinados,8,No Value,5,Active Adults,5,Low Price/own Brand
839900122838,4,1,1,45-55 anos,bragança,interior norte,3,Os Pais Práticos,1,Loyal Large,4,Family With Kids,1,Very High Ps
839900714194,2,1,0,55-65 anos,faro,sul,1,Os Saudáveis Exigentes,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
839901388926,5,0,1,25-35 anos,ilha da madeira,litoral sul,7,Os Promocionais Atentos,4,Frequent Medium,4,Family With Kids,8,Price Upscale
839907515763,2,1,0,35-45 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
839908158303,3,1,0,55-65 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,8,No Value,5,Active Adults,5,Low Price/own Brand
839908561202,4,1,1,>=65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,5,Frequent Small,2,Senior,2,High Ps
839911922557,3,1,0,>=65 anos,coimbra,litoral centro,5,Os Tradicionais Frequentes,6,Occasional Medium,2,Senior,1,Very High Ps
839913299647,3,1,0,55-65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,8,No Value,6,No Value,9,No Value
839913387545,4,0,1,55-65 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,1,Loyal Large,5,Active Adults,4,Medium Ps
839914919918,2,1,0,55-65 anos,lisboa,litoral sul,3,Os Pais Práticos,1,Loyal Large,4,Family With Kids,6,Neutral Ps
839923585801,3,1,1,45-55 anos,porto,litoral norte,1,Os Saudáveis Exigentes,1,Loyal Large,3,Family With Young Adults,1,Very High Ps
839924593536,4,1,0,35-45 anos,porto,litoral norte,2,Os Urbanos Sofisticados,5,Frequent Small,4,Family With Kids,2,High Ps
839924804437,3,1,1,55-65 anos,porto,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,3,Medium-high Ps
839925363308,3,1,0,45-55 anos,porto,litoral norte,4,Os Generalistas Disciplinados,4,Frequent Medium,1,Family Supporters,4,Medium Ps
839929405954,1,1,0,45-55 anos,porto,litoral norte,1,Os Saudáveis Exigentes,7,Occasional Small,5,Active Adults,4,Medium Ps
839933785116,3,1,1,45-55 anos,setúbal,litoral sul,4,Os Generalistas Disciplinados,5,Frequent Small,5,Active Adults,2,High Ps
839934562980,2,0,1,>=65 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
839935003683,5,1,1,45-55 anos,na,NA,4,Os Generalistas Disciplinados,1,Loyal Large,3,Family With Young Adults,1,Very High Ps
839942503053,2,1,0,35-45 anos,lisboa,litoral sul,6,Os Económicos Focados,5,Frequent Small,4,Family With Kids,5,Low Price/own Brand
839943881699,2,1,0,>=65 anos,viseu,interior norte,4,Os Generalistas Disciplinados,5,Frequent Small,5,Active Adults,3,Medium-high Ps
839948603610,4,1,1,55-65 anos,ilha terceira,INSCO,4,Os Generalistas Disciplinados,1,Loyal Large,3,Family With Young Adults,6,Neutral Ps
839952718713,1,1,0,35-45 anos,porto,litoral norte,2,Os Urbanos Sofisticados,4,Frequent Medium,4,Family With Kids,2,High Ps
839954497118,3,1,0,>=65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,3,Loyal Small,2,Senior,8,Price Upscale
839956337040,3,1,1,45-55 anos,coimbra,litoral centro,1,Os Saudáveis Exigentes,4,Frequent Medium,2,Senior,8,Price Upscale
839957270766,4,1,0,55-65 anos,santarém,interior centro,1,Os Saudáveis Exigentes,1,Loyal Large,3,Family With Young Adults,8,Price Upscale
839957570408,4,0,1,45-55 anos,santarém,interior centro,1,Os Saudáveis Exigentes,7,Occasional Small,2,Senior,2,High Ps
839964751081,3,1,1,45-55 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,1,Loyal Large,3,Family With Young Adults,1,Very High Ps
839977446240,2,1,1,>=65 anos,lisboa,litoral sul,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,5,Low Price/own Brand
839978060797,3,1,1,55-65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,7,Occasional Small,5,Active Adults,4,Medium Ps
839978321737,3,1,0,>=65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,8,Price Upscale
839980537836,1,1,1,>=65 anos,braga,litoral norte,5,Os Tradicionais Frequentes,8,No Value,6,No Value,9,No Value
839981335592,14,1,1,>=65 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,4,Frequent Medium,1,Family Supporters,8,Price Upscale
839982505922,4,0,1,45-55 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,1,Loyal Large,5,Active Adults,1,Very High Ps
839986356363,3,1,1,55-65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,4,Frequent Medium,4,Family With Kids,8,Price Upscale
839989434901,3,1,0,55-65 anos,porto,litoral norte,4,Os Generalistas Disciplinados,2,Loyal Medium,4,Family With Kids,6,Neutral Ps
839998762626,2,1,0,55-65 anos,na,NA,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,2,High Ps
840017838516,2,1,1,35-45 anos,santarém,interior centro,1,Os Saudáveis Exigentes,2,Loyal Medium,4,Family With Kids,6,Neutral Ps
840022726327,2,1,0,45-55 anos,porto,litoral norte,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,3,Medium-high Ps
840034731333,0,0,1,>=65 anos,setúbal,litoral sul,7,Os Promocionais Atentos,1,Loyal Large,6,No Value,4,Medium Ps
840041353679,2,0,1,45-55 anos,porto,litoral norte,2,Os Urbanos Sofisticados,5,Frequent Small,5,Active Adults,3,Medium-high Ps
840054338406,4,1,1,35-45 anos,porto,litoral norte,5,Os Tradicionais Frequentes,5,Frequent Small,5,Active Adults,3,Medium-high Ps
840063856595,3,0,1,45-55 anos,porto,litoral norte,2,Os Urbanos Sofisticados,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
840072971074,3,1,0,35-45 anos,viana do castelo,litoral norte,3,Os Pais Práticos,4,Frequent Medium,4,Family With Kids,6,Neutral Ps
840089526455,4,0,1,>=65 anos,porto,litoral norte,4,Os Generalistas Disciplinados,1,Loyal Large,2,Senior,1,Very High Ps
840090629039,3,1,0,55-65 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,4,Frequent Medium,3,Family With Young Adults,1,Very High Ps
840098992567,1,1,0,45-55 anos,lisboa,litoral sul,3,Os Pais Práticos,5,Frequent Small,2,Senior,2,High Ps
840107051610,1,1,1,45-55 anos,leiria,litoral centro,1,Os Saudáveis Exigentes,1,Loyal Large,4,Family With Kids,4,Medium Ps
840111069059,3,1,0,25-35 anos,lisboa,litoral sul,3,Os Pais Práticos,7,Occasional Small,4,Family With Kids,4,Medium Ps
840114128579,3,1,1,55-65 anos,porto,litoral norte,4,Os Generalistas Disciplinados,1,Loyal Large,5,Active Adults,1,Very High Ps
840121356425,2,1,0,>=65 anos,aveiro,litoral norte,4,Os Generalistas Disciplinados,8,No Value,6,No Value,4,Medium Ps
840130509218,4,0,1,NA,lisboa,litoral sul,7,Os Promocionais Atentos,5,Frequent Small,4,Family With Kids,4,Medium Ps
840159921814,4,1,0,35-45 anos,viana do castelo,litoral norte,2,Os Urbanos Sofisticados,6,Occasional Medium,6,No Value,1,Very High Ps
840176328453,3,0,1,>=65 anos,évora,interior sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840179417793,4,1,1,45-55 anos,portalegre,interior centro,2,Os Urbanos Sofisticados,2,Loyal Medium,4,Family With Kids,6,Neutral Ps
840184415579,2,0,1,55-65 anos,aveiro,litoral norte,5,Os Tradicionais Frequentes,6,Occasional Medium,5,Active Adults,2,High Ps
840204508307,1,1,1,>=65 anos,viseu,interior norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840204858761,1,1,0,25-35 anos,ilha da madeira,litoral sul,2,Os Urbanos Sofisticados,4,Frequent Medium,4,Family With Kids,2,High Ps
840211984644,1,0,1,45-55 anos,portalegre,interior centro,1,Os Saudáveis Exigentes,6,Occasional Medium,2,Senior,1,Very High Ps
840224322464,3,1,0,45-55 anos,setúbal,litoral sul,2,Os Urbanos Sofisticados,2,Loyal Medium,5,Active Adults,6,Neutral Ps
840225453648,0,0,1,25-35 anos,leiria,litoral centro,1,Os Saudáveis Exigentes,8,No Value,5,Active Adults,2,High Ps
840233929074,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840235997305,1,1,0,18-25 anos,porto,litoral norte,1,Os Saudáveis Exigentes,5,Frequent Small,5,Active Adults,2,High Ps
840236565559,6,1,0,45-55 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,6,Occasional Medium,1,Family Supporters,5,Low Price/own Brand
840241104265,4,1,0,35-45 anos,viseu,interior norte,5,Os Tradicionais Frequentes,6,Occasional Medium,2,Senior,8,Price Upscale
840252505402,3,0,1,25-35 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,5,Active Adults,7,No Ps
840253158987,3,1,0,45-55 anos,setúbal,litoral sul,5,Os Tradicionais Frequentes,1,Loyal Large,3,Family With Young Adults,2,High Ps
840257113671,3,1,1,55-65 anos,coimbra,litoral centro,1,Os Saudáveis Exigentes,8,No Value,5,Active Adults,8,Price Upscale
840260715237,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840265881562,2,1,0,>=65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,1,Loyal Large,1,Family Supporters,2,High Ps
840270317329,0,0,1,45-55 anos,faro,sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840273617153,0,0,1,35-45 anos,porto,litoral norte,6,Os Económicos Focados,7,Occasional Small,5,Active Adults,7,No Ps
840277560684,6,1,0,55-65 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,6,Occasional Medium,3,Family With Young Adults,1,Very High Ps
840278261389,0,1,0,35-45 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840278338671,1,0,0,45-55 anos,na,NA,7,Os Promocionais Atentos,7,Occasional Small,5,Active Adults,3,Medium-high Ps
840282439279,4,1,0,45-55 anos,viana do castelo,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840284315246,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840288958500,3,1,1,45-55 anos,aveiro,litoral norte,1,Os Saudáveis Exigentes,2,Loyal Medium,5,Active Adults,6,Neutral Ps
840294776075,0,1,1,18-25 anos,na,NA,5,Os Tradicionais Frequentes,4,Frequent Medium,5,Active Adults,6,Neutral Ps
840300190472,2,1,0,45-55 anos,faro,sul,7,Os Promocionais Atentos,6,Occasional Medium,4,Family With Kids,4,Medium Ps
840301001558,0,0,1,25-35 anos,viana do castelo,litoral norte,7,Os Promocionais Atentos,6,Occasional Medium,5,Active Adults,5,Low Price/own Brand
840308508227,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
847003184176,0,1,1,45-55 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,2,Senior,3,Medium-high Ps
847004384985,0,1,1,45-55 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,3,Loyal Small,5,Active Adults,5,Low Price/own Brand
847004658836,0,1,1,35-45 anos,setúbal,litoral sul,1,Os Saudáveis Exigentes,5,Frequent Small,5,Active Adults,2,High Ps
847006385631,0,1,0,35-45 anos,viana do castelo,litoral norte,1,Os Saudáveis Exigentes,8,No Value,6,No Value,9,No Value
847006951034,0,1,0,55-65 anos,ilha da madeira,litoral sul,5,Os Tradicionais Frequentes,6,Occasional Medium,3,Family With Young Adults,6,Neutral Ps
847007027110,2,1,0,55-65 anos,santarém,interior centro,2,Os Urbanos Sofisticados,3,Loyal Small,4,Family With Kids,6,Neutral Ps
847099444089,1,1,1,55-65 anos,ilha de são miguel,INSCO,1,Os Saudáveis Exigentes,3,Loyal Small,3,Family With Young Adults,6,Neutral Ps
847100178672,0,0,1,55-65 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,1,Loyal Large,3,Family With Young Adults,6,Neutral Ps
847105076652,0,1,0,25-35 anos,lisboa,litoral sul,8,Sem Valor,7,Occasional Small,2,Senior,2,High Ps
